Stkcd,Reptdt,S0301a,,,,,S0302a,S0303a,S0304a,S0305a,S0306a
000813,2018-09-30,北京凯世富乐资产管理股份有限公司,凯世富乐稳健11号私募证券投资基金,,,,45747226 ,3,2.04,未流通股,7
000813,2018-09-30,杜军杭,,,,,43850000 ,3,1.96,流通A股,8
000813,2018-09-30,新疆华泰天源股权投资有限合伙企业,,,,,41215504 ,1,1.84,未流通股,9
000813,2018-09-30,曹乐生,,,,,33990701 ,1,1.52,"未流通股,流通A股",10
000815,2018-09-30,北京兴诚旺实业有限公司,,,,,145000000 ,1,20.86,未流通股,1
000815,2018-09-30,中冶纸业集团有限公司,,,,,79131048 ,1,11.38,流通A股,2
000815,2018-09-30,赛伯乐投资集团有限公司,,,,,68093385 ,1,9.79,未流通股,3
000815,2018-09-30,北京云诺投资中心(有限合伙),,,,,33073930 ,3,4.76,未流通股,4
000815,2018-09-30,吉林省卓创众银股权投资基金合伙企业(有限合伙),,,,,33073930 ,3,4.76,未流通股,5
000815,2018-09-30,宁波赛特股权投资合伙企业(有限合伙),,,,,33073930 ,1,4.76,未流通股,6
000815,2018-09-30,宁波赛客股权投资合伙企业(有限合伙),,,,,33073930 ,1,4.76,未流通股,7
000815,2018-09-30,南京创毅投资管理中心(有限合伙),,,,,33073930 ,1,4.76,未流通股,8
000815,2018-09-30,高雅萍,,,,,11472863 ,3,1.65,流通A股,9
000815,2018-09-30,蒋仕波,,,,,8386302 ,3,1.21,流通A股,10
000816,2018-09-30,江苏江动集团有限公司,,,,,369704700 ,1,26.06,"未流通股,流通A股",1
000816,2018-09-30,中央汇金资产管理有限责任公司,,,,,27237600 ,3,1.92,流通A股,2
000816,2018-09-30,香港中央结算有限公司,,,,,6614173 ,3,0.47,流通A股,3
000816,2018-09-30,叶家生,,,,,5250000 ,3,0.37,流通A股,4
000816,2018-09-30,陈倩倩,,,,,4169200 ,3,0.29,流通A股,5
000816,2018-09-30,黄秀芳,,,,,4000000 ,3,0.28,流通A股,6
000816,2018-09-30,周振宇,,,,,3862660 ,3,0.27,流通A股,7
000816,2018-09-30,上海锦汇稀贵金属有限公司,,,,,3381294 ,3,0.24,流通A股,8
000816,2018-09-30,朱珠妹,,,,,2775600 ,3,0.2,流通A股,10
000816,2018-09-30,郭志伟,,,,,3324000 ,3,0.23,流通A股,9
000818,2018-09-30,新余昊月信息技术有限公司,,,,,198300000 ,1,28.74,流通A股,1
000818,2018-09-30,徐惠工,,,,,27740000 ,3,4.02,流通A股,2
000818,2018-09-30,常州炬仁光电系统集成有限公司,,,,,22718237 ,3,3.29,流通A股,3
000818,2018-09-30,方威,,,,,16203115 ,3,2.35,流通A股,4
000818,2018-09-30,兴全睿众资产,中国银行,方大锦化化工科技股份有限公司,,,9734367 ,3,1.41,流通A股,5
000818,2018-09-30,华润深国投信托有限公司,韬蕴2号集合资金信托计划,,,,8952915 ,3,1.3,流通A股,6
000818,2018-09-30,新余子庆有余企业管理中心(有限合伙),,,,,8654901 ,1,1.25,流通A股,7
000818,2018-09-30,杭州万珹投资合伙企业(有限合伙),,,,,7797668 ,1,1.13,流通A股,8
000818,2018-09-30,张亚,,,,,7363020 ,1,1.07,流通A股,9
000818,2018-09-30,香港中央结算有限公司,,,,,6738762 ,3,0.98,流通A股,10
000819,2018-09-30,中国石化集团资产经营管理有限公司,,,,,63663007 ,3,23.46,流通A股,1
000819,2018-09-30,湖南长炼兴长企业服务有限公司,,,,,26522437 ,3,9.77,流通A股,2
000819,2018-09-30,湖南长炼兴长集团有限责任公司,,,,,14270154 ,1,5.26,流通A股,3
000819,2018-09-30,戴新华,,,,,2110463 ,3,0.78,流通A股,4
000819,2018-09-30,陈家兴,,,,,2077805 ,3,0.77,流通A股,5
000819,2018-09-30,德州新动能铁塔发电有限公司,,,,,2000054 ,3,0.74,流通A股,6
000819,2018-09-30,张丁,,,,,1700000 ,3,0.63,流通A股,7
000819,2018-09-30,基本养老保险基金九零三组合,,,,,1178500 ,3,0.43,流通A股,8
000819,2018-09-30,张寿清,,,,,1170127 ,3,0.43,流通A股,9
000819,2018-09-30,王本金,,,,,870566 ,3,0.32,流通A股,10
000820,2018-09-30,神雾科技集团股份有限公司,,,,,349410462 ,1,54.83,未流通股,1
000820,2018-09-30,文菁华,,,,,23884856 ,1,3.75,流通A股,2
000820,2018-09-30,陕西省国际信托股份有限公司,陕国投·持盈88号证券投资集合资金信托计划,,,,7917181 ,3,1.24,流通A股,3
000820,2018-09-30,曹雅群,,,,,7328085 ,1,1.15,流通A股,4
000820,2018-09-30,张寿清,,,,,4717400 ,3,0.74,流通A股,5
000820,2018-09-30,锦州鑫天贸易有限公司,,,,,4647292 ,1,0.73,流通A股,6
000820,2018-09-30,蔚文燕,,,,,4212466 ,3,0.66,流通A股,7
000820,2018-09-30,陕西省国际信托股份有限公司,陕国投·聚宝盆30号证券投资集合资金信托计划,,,,4130454 ,3,0.65,流通A股,8
000820,2018-09-30,张迪,,,,,3863200 ,1,0.61,流通A股,9
000820,2018-09-30,何辉,,,,,1886143 ,3,0.3,流通A股,10
000821,2018-09-30,京山京源科技投资有限公司,,,,,129932166 ,1,24.14,"未流通股,流通A股",1
000821,2018-09-30,祖国良,,,,,50914285 ,3,9.46,未流通股,2
000821,2018-09-30,王伟,,,,,41583721 ,1,7.73,"未流通股,流通A股",3
000821,2018-09-30,华能贵诚信托有限公司,华能信托·深诚7号单一资金信托,,,,15664628 ,3,2.91,流通A股,4
000821,2018-09-30,叶兴华,,,,,13599840 ,1,2.53,流通A股,5
000821,2018-09-30,戴焕超,,,,,10281173 ,1,1.91,流通A股,6
000821,2018-09-30,全国社保基金四零一组合,,,,,10000018 ,3,1.86,流通A股,7
000821,2018-09-30,京山轻机控股有限公司,,,,,8482900 ,1,1.58,流通A股,8
000821,2018-09-30,京山县京诚投资开发有限公司,,,,,8435858 ,1,1.57,流通A股,9
000821,2018-09-30,池泽伟,,,,,7900900 ,1,1.47,流通A股,10
000822,2018-09-30,山东海化集团有限公司,,,,,361048878 ,1,40.34,流通A股,1
000822,2018-09-30,贾云鹏,,,,,9170001 ,3,1.02,流通A股,3
000822,2018-09-30,胡亦对,,,,,3568914 ,3,0.4,流通A股,4
000822,2018-09-30,李峻,,,,,2574200 ,3,0.29,流通A股,5
000822,2018-09-30,王秀青,,,,,2473700 ,3,0.28,流通A股,6
000822,2018-09-30,曹小星,,,,,2200000 ,3,0.25,流通A股,7
000822,2018-09-30,卢芳姿,,,,,1811840 ,3,0.2,流通A股,8
000822,2018-09-30,杨杰庆,,,,,1700000 ,3,0.19,流通A股,9
000822,2018-09-30,中央汇金资产管理有限责任公司,,,,,1596600 ,3,0.18,流通A股,10
000822,2018-09-30,UBS AG,,,,,19641763 ,3,2.19,流通A股,2
000823,2018-09-30,汕头超声电子(集团)公司,,,,,162741800 ,1,30.31,流通A股,1
000823,2018-09-30,中央汇金资产管理有限责任公司,,,,,17298500 ,3,3.22,流通A股,2
000823,2018-09-30,盛琳,,,,,2594510 ,3,0.48,流通A股,3
000823,2018-09-30,李铁骥,,,,,2299200 ,3,0.43,流通A股,4
000823,2018-09-30,南华期货股份有限公司,南华期货银叶2号资产管理计划,,,,2263200 ,3,0.42,流通A股,5
000823,2018-09-30,王海,,,,,2110100 ,3,0.39,流通A股,6
000823,2018-09-30,中国银行股份有限公司,华泰柏瑞量化先行混合型证券投资基金,,,,2034482 ,3,0.38,流通A股,7
000823,2018-09-30,杨世辉,,,,,1991001 ,3,0.37,流通A股,8
000823,2018-09-30,王雅雯,,,,,1818000 ,3,0.34,流通A股,9
000823,2018-09-30,杨海鸥,,,,,1749500 ,3,0.33,流通A股,10
000825,2018-09-30,太原钢铁(集团)有限公司,,,,,3571357252 ,2,62.7,流通A股,1
000825,2018-09-30,中央汇金资产管理有限责任公司,,,,,81236900 ,3,1.43,流通A股,2
000825,2018-09-30,山西国际电力集团有限公司,,,,,45136538 ,3,0.79,流通A股,3
000825,2018-09-30,全国社保基金一零八组合,,,,,26999902 ,3,0.47,流通A股,4
000825,2018-09-30,中国农业银行股份有限公司,中证500交易型开放式指数证券投资基金,,,,19732750 ,3,0.35,流通A股,5
000825,2018-09-30,全国社保基金四一二组合,,,,,17807700 ,3,0.31,流通A股,6
000825,2018-09-30,丛春涛,,,,,15640120 ,3,0.27,流通A股,7
000825,2018-09-30,方威,,,,,15515050 ,3,0.27,流通A股,8
000825,2018-09-30,杨俊诚,,,,,13000300 ,3,0.23,流通A股,9
000825,2018-09-30,香港中央结算有限公司,,,,,12451717 ,3,0.22,流通A股,10
000826,2018-09-30,启迪科技服务有限公司,,,,,236947592 ,3,16.56,流通A股,1
000826,2018-09-30,桑德集团有限公司,,,,,178571110 ,1,12.48,流通A股,2
000826,2018-09-30,珠海启迪投资管理有限公司,,,,,82818938 ,3,5.79,未流通股,3
000826,2018-09-30,清华控股有限公司,,,,,71084278 ,3,4.97,流通A股,4
000826,2018-09-30,西藏桑德投资控股有限公司,,,,,49200773 ,1,3.44,未流通股,5
000826,2018-09-30,中国证券金融股份有限公司,,,,,42775119 ,3,2.99,流通A股,6
000826,2018-09-30,清控资产管理有限公司,,,,,35542139 ,3,2.48,流通A股,7
000826,2018-09-30,中国建银投资有限责任公司,,,,,32619612 ,3,2.28,流通A股,8
000826,2018-09-30,珠海启迪绿源资本管理有限公司,,,,,24189197 ,3,1.69,未流通股,9
000826,2018-09-30,爱尔医疗投资集团有限公司,,,,,22460431 ,3,1.57,流通A股,10
000828,2018-09-30,东莞市交通投资集团有限公司,,,,,434671714 ,3,41.81,流通A股,1
000828,2018-09-30,福民发展有限公司,,,,,259879247 ,3,25,流通A股,2
000828,2018-09-30,东莞市福民集团公司,,,,,31291633 ,3,3.01,流通A股,3
000828,2018-09-30,袁仰龙,,,,,12855545 ,3,1.24,流通A股,4
000828,2018-09-30,孔凡强,,,,,9260351 ,3,0.89,流通A股,5
000828,2018-09-30,梁伟,,,,,4581200 ,3,0.44,流通A股,6
000828,2018-09-30,东莞市思创实业有限公司,,,,,3351908 ,3,0.32,流通A股,7
000828,2018-09-30,叶冠军,,,,,3236389 ,3,0.31,流通A股,8
000828,2018-09-30,刘巧华,,,,,2700000 ,1,0.26,流通A股,9
000828,2018-09-30,东莞市虎门金鸾商业发展有限公司,,,,,2482980 ,3,0.24,流通A股,10
000829,2018-09-30,深圳市投资控股有限公司,,,,,184656106 ,3,17.8,"未流通股,流通A股",1
000829,2018-09-30,深圳市天富锦创业投资有限责任公司,,,,,100473933 ,3,9.68,未流通股,2
000829,2018-09-30,中国华建投资控股有限公司,,,,,90465984 ,1,8.72,流通A股,3
000829,2018-09-30,北京国际信托有限公司,,,,,86300019 ,3,8.32,流通A股,4
000829,2018-09-30,深圳市鼎鹏投资有限公司,,,,,64671663 ,1,6.23,流通A股,5
000829,2018-09-30,中央汇金资产管理有限责任公司,,,,,26565500 ,3,2.56,流通A股,6
000829,2018-09-30,马海军,,,,,19800000 ,3,1.91,流通A股,7
000829,2018-09-30,香港中央结算有限公司,,,,,17202420 ,3,1.66,流通A股,8
000829,2018-09-30,傅建平,,,,,13014100 ,3,1.25,流通A股,9
000829,2018-09-30,阳光资管,工商银行,阳光资产,积极配置3号资产管理产品,,12486776 ,3,1.2,流通A股,10
000830,2018-09-30,鲁西集团有限公司,,,,,492248464 ,1,33.6,流通A股,1
000830,2018-09-30,中央汇金资产管理有限责任公司,,,,,39124000 ,3,2.67,流通A股,2
000830,2018-09-30,香港中央结算有限公司,,,,,19263663 ,3,1.32,流通A股,3
000830,2018-09-30,太平人寿保险有限公司,分红,个险分红,,,15887541 ,3,1.08,流通A股,4
000830,2018-09-30,全国社保基金一零二组合,,,,,9999901 ,3,0.68,流通A股,5
000830,2018-09-30,中国农业银行股份有限公司,中证500交易型开放式指数证券投资基金,,,,8766298 ,3,0.6,流通A股,6
000830,2018-09-30,中国工商银行,汇添富成长焦点混合型证券投资基金,,,,7000039 ,3,0.48,流通A股,7
000830,2018-09-30,中国工商银行股份有限公司,汇添富蓝筹稳健灵活配置混合型证券投资基金,,,,5500000 ,3,0.38,流通A股,8
000830,2018-09-30,廖承佳,,,,,5198100 ,3,0.35,流通A股,9
000830,2018-09-30,梁锦国,,,,,5167500 ,3,0.35,流通A股,10
000831,2018-09-30,五矿稀土集团有限公司,,,,,235228660 ,3,23.98,流通A股,1
000831,2018-09-30,中国五矿股份有限公司,,,,,157924751 ,3,16.1,流通A股,2
000831,2018-09-30,山西省经济建设投资集团有限公司,,,,,22152394 ,3,2.26,流通A股,3
000831,2018-09-30,中央汇金资产管理有限责任公司,,,,,9457400 ,3,0.96,流通A股,4
000831,2018-09-30,陈淑香,,,,,5271300 ,3,0.54,流通A股,5
000831,2018-09-30,张宝,,,,,5067602 ,3,0.52,流通A股,6
000831,2018-09-30,潘英俊,,,,,4000000 ,3,0.41,流通A股,7
000831,2018-09-30,安洪刚,,,,,3796140 ,3,0.39,流通A股,8
000831,2018-09-30,常清,,,,,3533342 ,3,0.36,流通A股,9
000831,2018-09-30,柏斯荣,,,,,3450068 ,3,0.35,流通A股,10
000833,2018-09-30,云浮广业硫铁矿集团有限公司,,,,,209261113 ,2,31.31,未流通股,1
000833,2018-09-30,广东省广业集团有限公司,,,,,81051861 ,2,12.13,未流通股,2
000833,2018-09-30,广西广业粤桂投资集团有限公司,,,,,75800000 ,2,11.34,流通A股,3
000833,2018-09-30,方少瑜,,,,,10769458 ,1,1.61,流通A股,4
000833,2018-09-30,列凤媚,,,,,5510656 ,1,0.82,流通A股,5
000833,2018-09-30,梁淑莲,,,,,4073729 ,1,0.61,流通A股,6
000833,2018-09-30,何春雷,,,,,2379637 ,2,0.36,流通A股,7
000833,2018-09-30,中国证券金融股份有限公司,,,,,2378891 ,2,0.36,流通A股,8
000833,2018-09-30,李臣,,,,,1954269 ,2,0.29,流通A股,9
000833,2018-09-30,张斌,,,,,1505156 ,2,0.23,流通A股,10
000835,2018-09-30,长城影视文化企业集团有限公司,,,,,68619660 ,1,21,"未流通股,流通A股",1
000835,2018-09-30,大洲娱乐股份有限公司,,,,,16252956 ,3,4.97,流通A股,2
000835,2018-09-30,四川圣达集团有限公司,,,,,10000000 ,1,3.06,流通A股,3
000835,2018-09-30,全国社保基金六零四组合,,,,,7158864 ,3,2.19,流通A股,4
000835,2018-09-30,赵锐勇,,,,,3300000 ,1,1.01,"未流通股,流通A股",5
000835,2018-09-30,张惠丰,,,,,2264300 ,3,0.69,流通A股,6
000835,2018-09-30,山东富源投资有限公司,,,,,1553271 ,3,0.48,流通A股,7
000835,2018-09-30,顾文殿,,,,,1070985 ,3,0.33,流通A股,8
000835,2018-09-30,王振邦,,,,,950324 ,3,0.29,流通A股,9
000835,2018-09-30,曹晓忠,,,,,827400 ,3,0.25,流通A股,10
000836,2018-09-30,浙江富通科技集团有限公司,,,,,140509023 ,3,11.63,流通A股,1
000836,2018-09-30,天津鑫茂科技投资集团有限公司,,,,,93872616 ,1,7.77,流通A股,2
000836,2018-09-30,汇安基金,浙商银行,汇安基金,湖畔1号资产管理计划,,37500042 ,3,3.1,流通A股,3
000836,2018-09-30,南华基金,浙商银行,南华基金鑫华1号资产管理计划,,,22114103 ,3,1.83,流通A股,4
000836,2018-09-30,郭亚娟,,,,,19280933 ,3,1.6,流通A股,5
000836,2018-09-30,何昌珍,,,,,14779800 ,3,1.22,流通A股,6
000836,2018-09-30,黄文佳,,,,,13700000 ,3,1.13,流通A股,7
000836,2018-09-30,上海方圆达创投资合伙企业(有限合伙),方圆,东方2号私募投资基金,,,10524200 ,3,0.87,流通A股,8
000836,2018-09-30,山东省国际信托股份有限公司,明曦1期证券投资集合资金信托计划,,,,10201377 ,3,0.84,流通A股,9
000836,2018-09-30,李波,,,,,8309288 ,3,0.69,流通A股,10
000837,2018-09-30,陕西省人民政府国有资产监督管理委员会,,,,,110499048 ,3,15.94,未流通股,1
000837,2018-09-30,陕西省产业投资有限公司,,,,,101196554 ,3,14.59,流通A股,2
000837,2018-09-30,中国华融资产管理股份有限公司,,,,,28275690 ,3,4.08,流通A股,3
000837,2018-09-30,中国长城资产管理股份有限公司,,,,,14127275 ,3,2.04,流通A股,4
000837,2018-09-30,顾鹤富,,,,,4615877 ,3,0.67,流通A股,5
000837,2018-09-30,王京先,,,,,4010500 ,3,0.58,流通A股,6
000837,2018-09-30,陆燚,,,,,2109062 ,3,0.3,流通A股,8
000837,2018-09-30,朱华德,,,,,1492560 ,3,0.22,流通A股,9
000837,2018-09-30,杨勇,,,,,1429500 ,3,0.21,流通A股,10
000837,2018-09-30,西南证券股份有限公司约定购回专用账户,,,,,2120000 ,3,0.31,流通A股,7
000838,2018-09-30,重庆财信房地产开发有限公司,,,,,678200207 ,1,61.63,"未流通股,流通A股",1
000838,2018-09-30,李逸微,,,,,3995085 ,3,0.36,流通A股,2
000838,2018-09-30,翟淑萍,,,,,3707400 ,3,0.34,流通A股,3
000838,2018-09-30,欧婉殷,,,,,2233200 ,3,0.2,流通A股,4
000838,2018-09-30,林子淦,,,,,2014100 ,3,0.18,流通A股,5
000838,2018-09-30,华润深国投信托有限公司,黄河9号信托计划,,,,1960000 ,3,0.18,流通A股,6
000838,2018-09-30,蔡金英,,,,,1830500 ,3,0.17,流通A股,7
000838,2018-09-30,吴志明,,,,,1533400 ,3,0.14,流通A股,8
000838,2018-09-30,王亮,,,,,1441500 ,3,0.13,流通A股,9
000838,2018-09-30,蒋金生,,,,,1436100 ,3,0.13,流通A股,10
000839,2018-09-30,中信国安有限公司,,,,,1428488345 ,1,36.44,流通A股,1
000839,2018-09-30,中信建投证券股份有限公司,,,,,74957200 ,3,1.91,流通A股,2
000839,2018-09-30,梁守新,,,,,18278198 ,3,0.47,流通A股,3
000839,2018-09-30,谢贤团,,,,,11330000 ,3,0.29,流通A股,4
000839,2018-09-30,武晓琨,,,,,10897122 ,3,0.28,流通A股,5
000839,2018-09-30,香港中央结算有限公司,,,,,9246587 ,3,0.24,流通A股,6
000839,2018-09-30,雷国权,,,,,7329943 ,3,0.19,流通A股,7
000839,2018-09-30,中国工商银行股份有限公司,华泰柏瑞沪深300交易型开放式指数证券投资基金,,,,7120860 ,3,0.18,流通A股,8
000839,2018-09-30,周伟雄,,,,,6723000 ,3,0.17,流通A股,9
000839,2018-09-30,黄悦开,,,,,6238200 ,3,0.16,流通A股,10
000848,2018-09-30,万向三农集团有限公司,,,,,398119878 ,3,40.68,流通A股,1
000848,2018-09-30,阳光财产保险股份有限公司,传统,普通保险产品,,,49906677 ,3,5.1,流通A股,2
000848,2018-09-30,香港中央结算有限公司,,,,,39307346 ,3,4.02,流通A股,3
000848,2018-09-30,中央汇金资产管理有限责任公司,,,,,23085140 ,3,2.36,流通A股,4
000848,2018-09-30,中国证券金融股份有限公司,,,,,21751314 ,3,2.22,流通A股,5
000848,2018-09-30,中国建设银行股份有限公司,中欧价值发现股票型证券投资基金,,,,19374109 ,3,1.98,流通A股,6
000848,2018-09-30,招商银行股份有限公司,中欧恒利三年定期开放混合型证券投资基金,,,,17880404 ,3,1.83,流通A股,7
000848,2018-09-30,刘波,,,,,12975436 ,3,1.33,流通A股,8
000848,2018-09-30,中欧基金,中国银行,平安人寿,中欧基金,平安人寿委托投资1号资产管理计划,9917272 ,3,1.01,流通A股,9
000848,2018-09-30,中国工商银行股份有限公司,中欧潜力价值灵活配置混合型证券投资基金,,,,9363988 ,3,0.96,流通A股,10
000850,2018-09-30,安徽华茂集团有限公司,,,,,437860568 ,3,46.4,流通A股,1
000850,2018-09-30,天津泰达股权投资基金管理有限公司,,,,,16300000 ,3,1.73,流通A股,2
000850,2018-09-30,深圳抱朴容易资产管理有限公司,抱朴容易1号私募证券投资基金,,,,3173334 ,3,0.34,流通A股,3
000850,2018-09-30,林仁平,,,,,3080000 ,3,0.33,流通A股,4
000850,2018-09-30,武汉市信德置业投资发展有限公司,,,,,2989300 ,3,0.32,流通A股,5
000850,2018-09-30,武汉五洲物业发展有限公司,,,,,2720000 ,3,0.29,流通A股,6
000850,2018-09-30,李军训,,,,,2629122 ,3,0.28,流通A股,7
000850,2018-09-30,李宇剑,,,,,2382600 ,3,0.25,流通A股,8
000850,2018-09-30,王孝花,,,,,2284414 ,3,0.24,流通A股,9
000850,2018-09-30,刘祥鸾,,,,,1800000 ,3,0.19,流通A股,10
000851,2018-09-30,电信科学技术研究院有限公司,,,,,116232472 ,3,12.81,"未流通股,流通A股",1
000851,2018-09-30,南京庆亚贸易有限公司,,,,,38560190 ,1,4.25,未流通股,2
000851,2018-09-30,曾东卫,,,,,12216740 ,1,1.35,"未流通股,流通A股",3
000851,2018-09-30,李伟斌,,,,,9480969 ,1,1.04,流通A股,4
